Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12
"Miller-Fisher syndrome complicated by Bickerstaff brainstem encephalitis: A case report.",/pubmed/29489680,"Jing C, Wang Z, Chu C, Dong M, Lin W.",Medicine (Baltimore). 2018 Mar;97(9):e9824. doi: 10.1097/MD.0000000000009824.,Medicine (Baltimore).  2018,PubMed,citation,PMID:29489680 | PMCID:PMC5851734,pubmed,29489680,create date:2018/03/01 | first author:Jing C,
"A case report of limbic encephalitis in a metastatic colon cancer patient during first-line bevacizumab-combined chemotherapy.",/pubmed/29489644,"Attademo L, De Falco S, Rosanova M, Esposito M, Mazio F, Foschini F, Santaniello A, Fiore G, Matano E, Manganelli F, Carlomagno C.",Medicine (Baltimore). 2018 Mar;97(9):e0011. doi: 10.1097/MD.0000000000010011.,Medicine (Baltimore).  2018,PubMed,citation,PMID:29489644 | PMCID:PMC5851735,pubmed,29489644,create date:2018/03/01 | first author:Attademo L,
"Alcohol intake and brain white matter in middle aged men: Microscopic and macroscopic differences.",/pubmed/29487796,"McEvoy LK, Fennema-Notestine C, Elman JA, Eyler LT, Franz CE, Hagler DJ Jr, Hatton SN, Lyons MJ, Panizzon MS, Dale AM, Kremen WS.",Neuroimage Clin. 2018 Feb 7;18:390-398. doi: 10.1016/j.nicl.2018.02.006. eCollection 2018.,Neuroimage Clin.  2018,PubMed,citation,PMID:29487796 | PMCID:PMC5816025,pubmed,29487796,create date:2018/03/01 | first author:McEvoy LK,
"Graph theory analysis of cortical thickness networks in adolescents with d-transposition of the great arteries.",/pubmed/29484251,"Watson CG, Stopp C, Newburger JW, Rivkin MJ.",Brain Behav. 2018 Jan 18;8(2):e00834. doi: 10.1002/brb3.834. eCollection 2018 Feb.,Brain Behav.  2018,PubMed,citation,PMID:29484251 | PMCID:PMC5822582,pubmed,29484251,create date:2018/02/28 | first author:Watson CG,
"Involvement of the reward network is associated with apathy in cerebral small vessel disease.",/pubmed/29481995,"Lisiecka-Ford DM, Tozer DJ, Morris RG, Lawrence AJ, Barrick TR, Markus HS.",J Affect Disord. 2018 May;232:116-121. doi: 10.1016/j.jad.2018.02.006. Epub 2018 Feb 15.,J Affect Disord.  2018,PubMed,citation,PMID:29481995 | PMCID:PMC5884309,pubmed,29481995,create date:2018/02/27 | first author:Lisiecka-Ford DM,
"Generate the scale-free brain music from BOLD signals.",/pubmed/29480872,"Lu J, Guo S, Chen M, Wang W, Yang H, Guo D, Yao D.",Medicine (Baltimore). 2018 Jan;97(2):e9628. doi: 10.1097/MD.0000000000009628.,Medicine (Baltimore).  2018,PubMed,citation,PMID:29480872 | PMCID:PMC5943892,pubmed,29480872,create date:2018/02/27 | first author:Lu J,
"The structural and functional brain networks that support human social networks.",/pubmed/29471028,"Noonan MP, Mars RB, Sallet J, Dunbar RIM, Fellows LK.",Behav Brain Res. 2018 Dec 14;355:12-23. doi: 10.1016/j.bbr.2018.02.019. Epub 2018 Feb 20.,Behav Brain Res.  2018,PubMed,citation,PMID:29471028 | PMCID:PMC6152579,pubmed,29471028,create date:2018/02/23 | first author:Noonan MP,
"Minimum spanning tree analysis of the human connectome.",/pubmed/29468769,"van Dellen E, Sommer IE, Bohlken MM, Tewarie P, Draaisma L, Zalesky A, Di Biase M, Brown JA, Douw L, Otte WM, Mandl RCW, Stam CJ.",Hum Brain Mapp. 2018 Jun;39(6):2455-2471. doi: 10.1002/hbm.24014. Epub 2018 Feb 21.,Hum Brain Mapp.  2018,PubMed,citation,PMID:29468769 | PMCID:PMC5969238,pubmed,29468769,create date:2018/02/23 | first author:van Dellen E,
"Gray and white matter integrity influence TMS signal propagation: a multimodal evaluation in cocaine-dependent individuals.",/pubmed/29459743,"Kearney-Ramos TE, Lench DH, Hoffman M, Correia B, Dowdle LT, Hanlon CA.",Sci Rep. 2018 Feb 19;8(1):3253. doi: 10.1038/s41598-018-21634-0. Erratum in: Sci Rep. 2018 Apr 20;8(1):6497. ,Sci Rep.  2018,PubMed,citation,PMID:29459743 | PMCID:PMC5818658,pubmed,29459743,create date:2018/02/21 | first author:Kearney-Ramos TE,
"Multiple Kernel Learning Model for Relating Structural and Functional Connectivity in the Brain.",/pubmed/29459634,"Surampudi SG, Naik S, Surampudi RB, Jirsa VK, Sharma A, Roy D.",Sci Rep. 2018 Feb 19;8(1):3265. doi: 10.1038/s41598-018-21456-0.,Sci Rep.  2018,PubMed,citation,PMID:29459634 | PMCID:PMC5818607,pubmed,29459634,create date:2018/02/21 | first author:Surampudi SG,
"Predicting functional outcomes of posterior circulation acute ischemic stroke in first 36 h of stroke onset.",/pubmed/29455362,"Lin SF, Chen CI, Hu HH, Bai CH.",J Neurol. 2018 Apr;265(4):926-932. doi: 10.1007/s00415-018-8746-6. Epub 2018 Feb 17.,J Neurol.  2018,PubMed,citation,PMID:29455362 | PMCID:PMC5878189,pubmed,29455362,create date:2018/02/20 | first author:Lin SF,
"Working Memory And Brain Tissue Microstructure: White Matter Tract Integrity Based On Multi-Shell Diffusion MRI.",/pubmed/29453439,"Chung S, Fieremans E, Kucukboyaci NE, Wang X, Morton CJ, Novikov DS, Rath JF, Lui YW.",Sci Rep. 2018 Feb 16;8(1):3175. doi: 10.1038/s41598-018-21428-4.,Sci Rep.  2018,PubMed,citation,PMID:29453439 | PMCID:PMC5816650,pubmed,29453439,create date:2018/02/18 | first author:Chung S,
"Statistical inference in brain graphs using threshold-free network-based statistics.",/pubmed/29450940,"Baggio HC, Abos A, Segura B, Campabadal A, Garcia-Diaz A, Uribe C, Compta Y, Marti MJ, Valldeoriola F, Junque C.",Hum Brain Mapp. 2018 Jun;39(6):2289-2302. doi: 10.1002/hbm.24007. Epub 2018 Feb 15.,Hum Brain Mapp.  2018,PubMed,citation,PMID:29450940 | PMCID:PMC6619254,pubmed,29450940,create date:2018/02/17 | first author:Baggio HC,
"Recovery of an injured corticofugal tract from the supplementary motor area in a patient with traumatic brain injury: A case report.",/pubmed/29443731,"Jang SH, Kim SH, Seo JP.",Medicine (Baltimore). 2018 Feb;97(7):e9063. doi: 10.1097/MD.0000000000009063.,Medicine (Baltimore).  2018,PubMed,citation,PMID:29443731 | PMCID:PMC5839845,pubmed,29443731,create date:2018/02/15 | first author:Jang SH,
"Does tranexamic acid lead to changes in MRI measures of brain tissue health in patients with spontaneous intracerebral haemorrhage? Protocol for a MRI substudy nested within the double-blind randomised controlled TICH-2 trial.",/pubmed/29431141,"Dineen RA, Pszczolkowski S, Flaherty K, Law ZK, Morgan PS, Roberts I, Werring DJ, Al-Shahi Salman R, England T, Bath PM, Sprigg N.",BMJ Open. 2018 Feb 3;8(2):e019930. doi: 10.1136/bmjopen-2017-019930. Erratum in: BMJ Open. 2018 Apr 20;8(4):e019930corr1. ,BMJ Open.  2018,PubMed,citation,PMID:29431141 | PMCID:PMC5879748,pubmed,29431141,create date:2018/02/13 | first author:Dineen RA,
"Brain and behavior development in autism from birth through infancy.",/pubmed/29398928,"Shen MD, Piven J.",Dialogues Clin Neurosci. 2017 Dec;19(4):325-333.,Dialogues Clin Neurosci.  2017,PubMed,citation,PMID:29398928 | PMCID:PMC5789210,pubmed,29398928,create date:2018/02/06 | first author:Shen MD,
"Diffusion kurtosis imaging with free water elimination: A bayesian estimation approach.",/pubmed/29393531,"Collier Q, Veraart J, Jeurissen B, Vanhevel F, Pullens P, Parizel PM, den Dekker AJ, Sijbers J.",Magn Reson Med. 2018 Aug;80(2):802-813. doi: 10.1002/mrm.27075. Epub 2018 Feb 2.,Magn Reson Med.  2018,PubMed,citation,PMID:29393531 | PMCID:PMC5947598,pubmed,29393531,create date:2018/02/03 | first author:Collier Q,
"Delayed degeneration of the left fornical crus with verbal memory impairment in a patient with mild traumatic brain injury: A case report.",/pubmed/29390470,"Jang SH, Seo JP.",Medicine (Baltimore). 2017 Dec;96(51):e9219. doi: 10.1097/MD.0000000000009219.,Medicine (Baltimore).  2017,PubMed,citation,PMID:29390470 | PMCID:PMC5758172,pubmed,29390470,create date:2018/02/03 | first author:Jang SH,
"Recovery of injured Broca's portion of arcuate fasciculus in the dominant hemisphere in a patient with traumatic brain injury.",/pubmed/29390458,"Jang SH, Ha JW, Kim HY, Seo YS.",Medicine (Baltimore). 2017 Dec;96(51):e9183. doi: 10.1097/MD.0000000000009183.,Medicine (Baltimore).  2017,PubMed,citation,PMID:29390458 | PMCID:PMC5758160,pubmed,29390458,create date:2018/02/03 | first author:Jang SH,
"Limb-kinetic apraxia in a patient with mild traumatic brain injury: A case report.",/pubmed/29390431,"Jang SH, Seo JP.",Medicine (Baltimore). 2017 Dec;96(51):e9008. doi: 10.1097/MD.0000000000009008.,Medicine (Baltimore).  2017,PubMed,citation,PMID:29390431 | PMCID:PMC5758133,pubmed,29390431,create date:2018/02/03 | first author:Jang SH,
"White matter changes in treatment refractory schizophrenia: Does cognitive control and myelination matter?",/pubmed/29387534,"Vanes LD, Mouchlianitis E, Wood TC, Shergill SS.",Neuroimage Clin. 2018 Jan 28;18:186-191. doi: 10.1016/j.nicl.2018.01.010. eCollection 2018.,Neuroimage Clin.  2018,PubMed,citation,PMID:29387534 | PMCID:PMC5789151,pubmed,29387534,create date:2018/02/02 | first author:Vanes LD,
"Connectivity derived thalamic segmentation in deep brain stimulation for tremor.",/pubmed/29387530,"Akram H, Dayal V, Mahlknecht P, Georgiev D, Hyam J, Foltynie T, Limousin P, De Vita E, Jahanshahi M, Ashburner J, Behrens T, Hariz M, Zrinzo L.",Neuroimage Clin. 2018 Jan 28;18:130-142. doi: 10.1016/j.nicl.2018.01.008. eCollection 2018.,Neuroimage Clin.  2018,PubMed,citation,PMID:29387530 | PMCID:PMC5790021,pubmed,29387530,create date:2018/02/02 | first author:Akram H,
"Evidence of progressive tissue loss in the core of chronic MS lesions: A longitudinal DTI study.",/pubmed/29387524,"Klistorner A, Wang C, Yiannikas C, Parratt J, Dwyer M, Barton J, Graham SL, You Y, Liu S, Barnett MH.",Neuroimage Clin. 2017 Dec 8;17:1028-1035. doi: 10.1016/j.nicl.2017.12.010. eCollection 2018.,Neuroimage Clin.  2018,PubMed,citation,PMID:29387524 | PMCID:PMC5772506,pubmed,29387524,create date:2018/02/02 | first author:Klistorner A,
"Severe disinhibition due to injuries of neural tracts related to emotion circuit in a patient with traumatic brain injury: A case report.",/pubmed/29384946,"Jang SH, Kwon HG.",Medicine (Baltimore). 2017 Dec;96(52):e9493. doi: 10.1097/MD.0000000000009493.,Medicine (Baltimore).  2017,PubMed,citation,PMID:29384946 | PMCID:PMC6392766,pubmed,29384946,create date:2018/02/01 | first author:Jang SH,
"Diffusion tensor imaging in metachromatic leukodystrophy.",/pubmed/29383515,"van Rappard DF, Königs M, Steenweg ME, Boelens JJ, Oosterlaan J, van der Knaap MS, Wolf NI, Pouwels PJW.",J Neurol. 2018 Mar;265(3):659-668. doi: 10.1007/s00415-018-8765-3. Epub 2018 Jan 30.,J Neurol.  2018,PubMed,citation,PMID:29383515 | PMCID:PMC5834549,pubmed,29383515,create date:2018/02/01 | first author:van Rappard DF,
"Structural Connectivity Alterations Along the Alzheimer's Disease Continuum: Reproducibility Across Two Independent Samples and Correlation with Cerebrospinal Fluid Amyloid-β and Tau.",/pubmed/29376852,"Tucholka A, Grau-Rivera O, Falcon C, Rami L, Sánchez-Valle R, Lladó A, Gispert JD, Molinuevo JL; Alzheimer’s Disease Neuroimaging Initiative..",J Alzheimers Dis. 2018;61(4):1575-1587. doi: 10.3233/JAD-170553.,J Alzheimers Dis.  2018,PubMed,citation,PMID:29376852 | PMCID:PMC5798529,pubmed,29376852,create date:2018/01/30 | first author:Tucholka A,
"Spectral mapping of brain functional connectivity from diffusion imaging.",/pubmed/29362436,"Becker CO, Pequito S, Pappas GJ, Miller MB, Grafton ST, Bassett DS, Preciado VM.",Sci Rep. 2018 Jan 23;8(1):1411. doi: 10.1038/s41598-017-18769-x.,Sci Rep.  2018,PubMed,citation,PMID:29362436 | PMCID:PMC5780460,pubmed,29362436,create date:2018/01/25 | first author:Becker CO,
"Small cortical grey matter lesions show no persistent infarction in transient ischaemic attack? A prospective cohort study.",/pubmed/29358426,"Havsteen I, Ovesen C, Willer L, Nybing JD, Ægidius K, Marstrand J, Meden P, Rosenbaum S, Folke MN, Christensen H, Christensen A.",BMJ Open. 2018 Jan 21;8(1):e018160. doi: 10.1136/bmjopen-2017-018160.,BMJ Open.  2018,PubMed,citation,PMID:29358426 | PMCID:PMC5780721,pubmed,29358426,create date:2018/01/24 | first author:Havsteen I,
"Stuck in a State of Inattention? Functional Hyperconnectivity as an Indicator of Disturbed Intrinsic Brain Dynamics in Adolescents With Concussion: A Pilot Study.",/pubmed/29357675,"Muller AM, Virji-Babul N.",ASN Neuro. 2018 Jan-Dec;10:1759091417753802. doi: 10.1177/1759091417753802.,ASN Neuro.  2018,PubMed,citation,PMID:29357675 | PMCID:PMC5784460,pubmed,29357675,create date:2018/01/24 | first author:Muller AM,
"Differential effect of disease-associated ST8SIA2 haplotype on cerebral white matter diffusion properties in schizophrenia and healthy controls.",/pubmed/29353880,"Fullerton JM, Klauser P, Lenroot RK, Shaw AD, Overs B, Heath A, Cairns MJ, Atkins J, Scott R; Australian Schizophrenia Research Bank., Schofield PR, Weickert CS, Pantelis C, Fornito A, Whitford TJ, Weickert TW, Zalesky A.",Transl Psychiatry. 2018 Jan 22;8(1):21. doi: 10.1038/s41398-017-0052-z.,Transl Psychiatry.  2018,PubMed,citation,PMID:29353880 | PMCID:PMC5802561,pubmed,29353880,create date:2018/01/23 | first author:Fullerton JM,
"Interhemispheric Pathways Are Important for Motor Outcome in Individuals with Chronic and Severe Upper Limb Impairment Post Stroke.",/pubmed/29348943,"Hayward KS, Neva JL, Mang CS, Peters S, Wadden KP, Ferris JK, Boyd LA.",Neural Plast. 2017;2017:4281532. doi: 10.1155/2017/4281532. Epub 2017 Nov 16.,Neural Plast.  2017,PubMed,citation,PMID:29348943 | PMCID:PMC5733869,pubmed,29348943,create date:2018/01/20 | first author:Hayward KS,
"Prenatal methadone exposure is associated with altered neonatal brain development.",/pubmed/29326869,"Monnelly VJ, Anblagan D, Quigley A, Cabez MB, Cooper ES, Mactier H, Semple SI, Bastin ME, Boardman JP.",Neuroimage Clin. 2017 Dec 24;18:9-14. doi: 10.1016/j.nicl.2017.12.033. eCollection 2018.,Neuroimage Clin.  2018,PubMed,citation,PMID:29326869 | PMCID:PMC5760461,pubmed,29326869,create date:2018/01/13 | first author:Monnelly VJ,
"The two-year progression of structural and functional cerebral MRI in amyotrophic lateral sclerosis.",/pubmed/29321969,"Menke RAL, Proudfoot M, Talbot K, Turner MR.",Neuroimage Clin. 2017 Dec 18;17:953-961. doi: 10.1016/j.nicl.2017.12.025. eCollection 2018.,Neuroimage Clin.  2018,PubMed,citation,PMID:29321969 | PMCID:PMC5752097,pubmed,29321969,create date:2018/01/13 | first author:Menke RAL,
"Extracellular Total Electrolyte Concentration Imaging for Electrical Brain Stimulation (EBS).",/pubmed/29321483,"Sajib SZK, Lee MB, Kim HJ, Woo EJ, Kwon OI.",Sci Rep. 2018 Jan 10;8(1):290. doi: 10.1038/s41598-017-18515-3.,Sci Rep.  2018,PubMed,citation,PMID:29321483 | PMCID:PMC5762666,pubmed,29321483,create date:2018/01/13 | first author:Sajib SZK,
"Patients with primary biliary cholangitis and fatigue present with depressive symptoms and selected cognitive deficits, but with normal attention performance and brain structure.",/pubmed/29320524,"Zenouzi R, von der Gablentz J, Heldmann M, Göttlich M, Weiler-Normann C, Sebode M, Ehlken H, Hartl J, Fellbrich A, Siemonsen S, Schramm C, Münte TF, Lohse AW.",PLoS One. 2018 Jan 10;13(1):e0190005. doi: 10.1371/journal.pone.0190005. eCollection 2018.,PLoS One.  2018,PubMed,citation,PMID:29320524 | PMCID:PMC5761833,pubmed,29320524,create date:2018/01/11 | first author:Zenouzi R,
"Inferring multi-scale neural mechanisms with brain network modelling.",/pubmed/29308767,"Schirner M, McIntosh AR, Jirsa V, Deco G, Ritter P.",Elife. 2018 Jan 8;7. pii: e28927. doi: 10.7554/eLife.28927.,Elife.  2018,PubMed,citation,PMID:29308767 | PMCID:PMC5802851,pubmed,29308767,create date:2018/01/09 | first author:Schirner M,
"White matter alterations in Parkinson's disease with normal cognition precede grey matter atrophy.",/pubmed/29304183,"Rektor I, Svátková A, Vojtíšek L, Zikmundová I, Vaníček J, Király A, Szabó N.",PLoS One. 2018 Jan 5;13(1):e0187939. doi: 10.1371/journal.pone.0187939. eCollection 2018.,PLoS One.  2018,PubMed,citation,PMID:29304183 | PMCID:PMC5755732,pubmed,29304183,create date:2018/01/06 | first author:Rektor I,
"Interferon-alpha-Induced Changes in NODDI Predispose to the Development of Fatigue.",/pubmed/29292074,"Dowell NG, Bouyagoub S, Tibble J, Voon V, Cercignani M, Harrison NA.",Neuroscience. 2019 Apr 1;403:111-117. doi: 10.1016/j.neuroscience.2017.12.040. Epub 2017 Dec 29.,Neuroscience.  2019,PubMed,citation,PMID:29292074 | PMCID:PMC6458994,pubmed,29292074,create date:2018/01/03 | first author:Dowell NG,
"Cross-sectional variations of white and grey matter in older hypertensive patients with subjective memory complaints.",/pubmed/29276677,"Chetouani A, Chawki MB, Hossu G, Kearney-Schwartz A, Chauveau-Beuret F, Bracard S, Roch V, Lebon V, Marie PY, Benetos A, Joly L, Verger A.",Neuroimage Clin. 2017 Dec 18;17:804-810. doi: 10.1016/j.nicl.2017.12.024. eCollection 2018.,Neuroimage Clin.  2018,PubMed,citation,PMID:29276677 | PMCID:PMC5738235,pubmed,29276677,create date:2017/12/26 | first author:Chetouani A,
"Altered White-Matter Microstructure in Conduct Disorder Is Specifically Associated with Elevated Callous-Unemotional Traits.",/pubmed/29273881,"Puzzo I, Seunarine K, Sully K, Darekar A, Clark C, Sonuga-Barke EJS, Fairchild G.",J Abnorm Child Psychol. 2018 Oct;46(7):1451-1466. doi: 10.1007/s10802-017-0375-5.,J Abnorm Child Psychol.  2018,PubMed,citation,PMID:29273881 | PMCID:PMC6132987,pubmed,29273881,create date:2017/12/24 | first author:Puzzo I,
"Minocycline reduces chronic microglial activation after brain trauma but increases neurodegeneration.",/pubmed/29272357,"Scott G, Zetterberg H, Jolly A, Cole JH, De Simoni S, Jenkins PO, Feeney C, Owen DR, Lingford-Hughes A, Howes O, Patel MC, Goldstone AP, Gunn RN, Blennow K, Matthews PM, Sharp DJ.",Brain. 2018 Feb 1;141(2):459-471. doi: 10.1093/brain/awx339.,Brain.  2018,PubMed,citation,PMID:29272357 | PMCID:PMC5837493,pubmed,29272357,create date:2017/12/23 | first author:Scott G,
"White matter changes and gait decline in cerebral small vessel disease.",/pubmed/29270357,"van der Holst HM, Tuladhar AM, Zerbi V, van Uden IWM, de Laat KF, van Leijsen EMC, Ghafoorian M, Platel B, Bergkamp MI, van Norden AGW, Norris DG, van Dijk EJ, Kiliaan AJ, de Leeuw FE.",Neuroimage Clin. 2017 Dec 7;17:731-738. doi: 10.1016/j.nicl.2017.12.007. eCollection 2018.,Neuroimage Clin.  2018,PubMed,citation,PMID:29270357 | PMCID:PMC5730123,pubmed,29270357,create date:2017/12/23 | first author:van der Holst HM,
"Diffusion MRI measurements in challenging head and brain regions via cross-term spatiotemporally encoding.",/pubmed/29269941,"Solomon E, Liberman G, Zhang Z, Frydman L.",Sci Rep. 2017 Dec 21;7(1):18010. doi: 10.1038/s41598-017-17947-1.,Sci Rep.  2017,PubMed,citation,PMID:29269941 | PMCID:PMC5740132,pubmed,29269941,create date:2017/12/23 | first author:Solomon E,
"Structural connections in the brain in relation to gender identity and sexual orientation.",/pubmed/29263327,"Burke SM, Manzouri AH, Savic I.",Sci Rep. 2017 Dec 20;7(1):17954. doi: 10.1038/s41598-017-17352-8.,Sci Rep.  2017,PubMed,citation,PMID:29263327 | PMCID:PMC5738422,pubmed,29263327,create date:2017/12/22 | first author:Burke SM,
"An open resource for transdiagnostic research in pediatric mental health and learning disorders.",/pubmed/29257126,"Alexander LM, Escalera J, Ai L, Andreotti C, Febre K, Mangone A, Vega-Potler N, Langer N, Alexander A, Kovacs M, Litke S, O'Hagan B, Andersen J, Bronstein B, Bui A, Bushey M, Butler H, Castagna V, Camacho N, Chan E, Citera D, Clucas J, et al.",Sci Data. 2017 Dec 19;4:170181. doi: 10.1038/sdata.2017.181.,Sci Data.  2017,PubMed,citation,PMID:29257126 | PMCID:PMC5735921,pubmed,29257126,create date:2017/12/20 | first author:Alexander LM,
